Event,Subject,Gender,Author Gender,Story Genre
laugh,she,F,Female,ChildrensLiterature
whisper,he,M,Female,ChildrensLiterature
shun,she,F,Female,ChildrensLiterature
shun,him,M,Female,ChildrensLiterature
s,she,F,Female,ChildrensLiterature
s,she,F,Female,ChildrensLiterature
wish,he,M,Female,ChildrensLiterature
live,he,M,Female,ChildrensLiterature
shirk,he,M,Female,ChildrensLiterature
fling,he,M,Female,ChildrensLiterature
quiet,him,M,Female,ChildrensLiterature
dream,he,M,Female,ChildrensLiterature
bring,him,M,Female,ChildrensLiterature
see,he,M,Female,ChildrensLiterature
take,him,M,Female,ChildrensLiterature
leap,he,M,Female,ChildrensLiterature
wait,he,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
read,she,F,Female,ChildrensLiterature
watch,he,M,Female,ChildrensLiterature
ought,he,M,Female,ChildrensLiterature
stand,he,M,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
ask,he,M,Female,ChildrensLiterature
hand,him,M,Female,ChildrensLiterature
begin,he,M,Female,ChildrensLiterature
venture,he,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
amuse,him,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
tell,she,F,Female,ChildrensLiterature
paint,she,F,Female,ChildrensLiterature
mean,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
betray,him,M,Female,ChildrensLiterature
tell,hers,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
speak,she,F,Female,ChildrensLiterature
fancy,he,M,Female,ChildrensLiterature
know,he,M,Female,ChildrensLiterature
tell,he,M,Female,ChildrensLiterature
say,mother,F,Female,ChildrensLiterature
please,grandfather,M,Female,ChildrensLiterature
want,he,M,Female,ChildrensLiterature
satisfy,him,M,Female,ChildrensLiterature
give,him,M,Female,ChildrensLiterature
ought,he,M,Female,ChildrensLiterature
set,he,M,Female,ChildrensLiterature
grow,he,M,Female,ChildrensLiterature
call,she,F,Female,ChildrensLiterature
see,he,M,Female,ChildrensLiterature
please,him,M,Female,ChildrensLiterature
love,him,M,Female,ChildrensLiterature
leave,him,M,Female,ChildrensLiterature
take,he,M,Female,ChildrensLiterature
die,she,F,Female,ChildrensLiterature
leave,he,M,Female,ChildrensLiterature
leave,her,F,Female,ChildrensLiterature
provide,he,M,Female,ChildrensLiterature
know,him,M,Female,ChildrensLiterature
like,him,M,Female,ChildrensLiterature
ask,him,M,Female,ChildrensLiterature
treat,him,M,Female,ChildrensLiterature
think,he,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
look,he,M,Female,ChildrensLiterature
plague,him,M,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
want,he,M,Female,ChildrensLiterature
bow,him,M,Female,ChildrensLiterature
pass,he,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
wear,he,M,Female,ChildrensLiterature
report,him,M,Female,ChildrensLiterature
offend,he,M,Female,ChildrensLiterature
make,he,M,Female,ChildrensLiterature
wave,hers,F,Female,ChildrensLiterature
love,he,M,Female,ChildrensLiterature
need,he,M,Female,ChildrensLiterature
sign,she,F,Female,ChildrensLiterature
read,she,F,Female,ChildrensLiterature
tie,she,F,Female,ChildrensLiterature
keep,she,F,Female,ChildrensLiterature
put,she,F,Female,ChildrensLiterature
compose,she,F,Female,ChildrensLiterature
watch,her,F,Female,ChildrensLiterature
think,he,M,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
reach,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
come,she,F,Female,ChildrensLiterature
repeat,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
pass,him,M,Female,ChildrensLiterature
follow,he,M,Female,ChildrensLiterature
understand,she,F,Female,ChildrensLiterature
begin,him,M,Female,ChildrensLiterature
take,he,M,Female,ChildrensLiterature
want,he,M,Female,ChildrensLiterature
ask,she,F,Female,ChildrensLiterature
bear,she,F,Female,ChildrensLiterature
need,she,F,Female,ChildrensLiterature
wish,him,M,Female,ChildrensLiterature
hold,she,F,Female,ChildrensLiterature
ask,he,M,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
stand,she,F,Female,ChildrensLiterature
run,she,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
ask,she,F,Female,ChildrensLiterature
sweep,she,F,Female,ChildrensLiterature
settle,she,F,Female,ChildrensLiterature
speak,she,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
dread,her,F,Female,ChildrensLiterature
see,he,M,Female,ChildrensLiterature
warn,her,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
tempt,she,F,Female,ChildrensLiterature
have,she,F,Female,ChildrensLiterature
rush,she,F,Female,ChildrensLiterature
kiss,her,F,Female,ChildrensLiterature
sit,she,F,Female,ChildrensLiterature
capture,her,F,Female,ChildrensLiterature
behave,she,F,Female,ChildrensLiterature
watch,she,F,Female,ChildrensLiterature
will,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
feel,her,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
declare,she,F,Female,ChildrensLiterature
say,father,M,Female,ChildrensLiterature
dispose,she,F,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
let,him,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
bedew,she,F,Female,ChildrensLiterature
love,she,F,Female,ChildrensLiterature
agree,she,F,Female,ChildrensLiterature
drive,her,F,Female,ChildrensLiterature
ask,mother,F,Female,ChildrensLiterature
give,he,M,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
interrupt,her,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
support,her,F,Female,ChildrensLiterature
set,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
wipe,she,F,Female,ChildrensLiterature
s,she,F,Female,ChildrensLiterature
ask,she,F,Female,ChildrensLiterature
collect,she,F,Female,ChildrensLiterature
withdraw,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
beg,her,F,Female,ChildrensLiterature
comfort,her,F,Female,ChildrensLiterature
offer,he,M,Female,ChildrensLiterature
speak,he,M,Female,ChildrensLiterature
see,he,M,Female,ChildrensLiterature
come,she,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
accept,mother,F,Female,ChildrensLiterature
remember,her,F,Female,ChildrensLiterature
call,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
tell,she,F,Female,ChildrensLiterature
hope,she,F,Female,ChildrensLiterature
call,she,F,Female,ChildrensLiterature
find,her,F,Female,ChildrensLiterature
miss,he,M,Female,ChildrensLiterature
miss,her,F,Female,ChildrensLiterature
walk,she,F,Female,ChildrensLiterature
lay,she,F,Female,ChildrensLiterature
bring,him,M,Female,ChildrensLiterature
speak,she,F,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
love,her,F,Female,ChildrensLiterature
like,she,F,Female,ChildrensLiterature
live,he,M,Female,ChildrensLiterature
stare,he,M,Female,ChildrensLiterature
use,he,M,Female,ChildrensLiterature
ask,him,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
care,he,M,Female,ChildrensLiterature
pay,he,M,Female,ChildrensLiterature
beg,him,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
talk,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
come,father,M,Female,ChildrensLiterature
kiss,her,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
touch,she,F,Female,ChildrensLiterature
order,her,F,Female,ChildrensLiterature
lift,she,F,Female,ChildrensLiterature
fly,she,F,Female,ChildrensLiterature
will,mother,F,Female,ChildrensLiterature
drive,she,F,Female,ChildrensLiterature
see,her,F,Female,ChildrensLiterature
christen,him,M,Female,ChildrensLiterature
kiss,she,F,Female,ChildrensLiterature
roll,she,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
behold,she,F,Female,ChildrensLiterature
turn,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
come,she,F,Female,ChildrensLiterature
lecture,she,F,Female,ChildrensLiterature
sip,she,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
nod,she,F,Female,ChildrensLiterature
add,she,F,Female,ChildrensLiterature
do,him,M,Female,ChildrensLiterature
detain,him,M,Female,ChildrensLiterature
overdo,she,F,Female,ChildrensLiterature
tell,her,F,Female,ChildrensLiterature
grieve,she,F,Female,ChildrensLiterature
teach,her,F,Female,ChildrensLiterature
try,she,F,Female,ChildrensLiterature
keep,he,M,Female,ChildrensLiterature
scold,she,F,Female,ChildrensLiterature
get,she,F,Female,ChildrensLiterature
offend,he,M,Female,ChildrensLiterature
march,he,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
would,he,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
meet,him,M,Female,ChildrensLiterature
like,father,M,Female,ChildrensLiterature
amuse,him,M,Female,ChildrensLiterature
give,him,M,Female,ChildrensLiterature
see,father,M,Female,ChildrensLiterature
kiss,father,M,Female,ChildrensLiterature
call,he,M,Female,ChildrensLiterature
ought,he,M,Female,ChildrensLiterature
call,he,M,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
stop,she,F,Female,ChildrensLiterature
s,she,F,Female,ChildrensLiterature
do,she,F,Female,ChildrensLiterature
starch,she,F,Female,ChildrensLiterature
try,she,F,Female,ChildrensLiterature
hearten,he,M,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
join,he,M,Female,ChildrensLiterature
mend,he,M,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
cheer,her,F,Female,ChildrensLiterature
tell,mother,F,Female,ChildrensLiterature
sew,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
run,she,F,Female,ChildrensLiterature
come,she,F,Female,ChildrensLiterature
warn,her,F,Female,ChildrensLiterature
get,she,F,Female,ChildrensLiterature
sit,she,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
ask,she,F,Female,ChildrensLiterature
ask,him,M,Female,ChildrensLiterature
smile,he,M,Female,ChildrensLiterature
turn,he,M,Female,ChildrensLiterature
read,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
examine,she,F,Female,ChildrensLiterature
keep,her,F,Female,ChildrensLiterature
would,mother,F,Female,ChildrensLiterature
like,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
leave,her,F,Female,ChildrensLiterature
come,she,F,Female,ChildrensLiterature
tell,she,F,Female,ChildrensLiterature
knit,he,M,Female,ChildrensLiterature
sit,he,M,Female,ChildrensLiterature
peck,she,F,Female,ChildrensLiterature
tell,her,F,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
lie,she,F,Female,ChildrensLiterature
trouble,her,F,Female,ChildrensLiterature
get,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
tell,her,F,Female,ChildrensLiterature
leave,father,M,Female,ChildrensLiterature
say,mother,F,Female,ChildrensLiterature
mind,her,F,Female,ChildrensLiterature
ask,grandfather,M,Female,ChildrensLiterature
swing,he,M,Female,ChildrensLiterature
fly,him,M,Female,ChildrensLiterature
interest,her,F,Female,ChildrensLiterature
think,he,M,Female,ChildrensLiterature
look,he,M,Female,ChildrensLiterature
depart,she,F,Female,ChildrensLiterature
ask,she,F,Female,ChildrensLiterature
laugh,she,F,Female,ChildrensLiterature
tweak,him,M,Female,ChildrensLiterature
leave,she,F,Female,ChildrensLiterature
see,her,F,Female,ChildrensLiterature
infect,she,F,Female,ChildrensLiterature
write,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
control,she,F,Female,ChildrensLiterature
begin,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
fill,she,F,Female,ChildrensLiterature
work,she,F,Female,ChildrensLiterature
bear,he,M,Female,ChildrensLiterature
lie,she,F,Female,ChildrensLiterature
forget,she,F,Female,ChildrensLiterature
long,she,F,Female,ChildrensLiterature
send,she,F,Female,ChildrensLiterature
write,she,F,Female,ChildrensLiterature
think,father,M,Female,ChildrensLiterature
neglect,she,F,Female,ChildrensLiterature
neglect,him,M,Female,ChildrensLiterature
lie,she,F,Female,ChildrensLiterature
look,he,M,Female,ChildrensLiterature
seat,he,M,Female,ChildrensLiterature
seat,her,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
talk,she,F,Female,ChildrensLiterature
call,she,F,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
find,him,M,Female,ChildrensLiterature
stretch,she,F,Female,ChildrensLiterature
could,he,M,Female,ChildrensLiterature
speak,she,F,Female,ChildrensLiterature
hold,she,F,Female,ChildrensLiterature
uphold,her,F,Female,ChildrensLiterature
stand,he,M,Female,ChildrensLiterature
do,he,M,Female,ChildrensLiterature
dry,she,F,Female,ChildrensLiterature
relieve,her,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
leave,him,M,Female,ChildrensLiterature
try,she,F,Female,ChildrensLiterature
love,she,F,Female,ChildrensLiterature
miss,she,F,Female,ChildrensLiterature
miss,her,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
cry,she,F,Female,ChildrensLiterature
keep,she,F,Female,ChildrensLiterature
subdue,he,M,Female,ChildrensLiterature
help,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
die,she,F,Female,ChildrensLiterature
s,she,F,Female,ChildrensLiterature
love,her,F,Female,ChildrensLiterature
take,her,F,Female,ChildrensLiterature
stop,she,F,Female,ChildrensLiterature
cheer,her,F,Female,ChildrensLiterature
leave,she,F,Female,ChildrensLiterature
take,she,F,Female,ChildrensLiterature
add,she,F,Female,ChildrensLiterature
keep,he,M,Female,ChildrensLiterature
stop,he,M,Female,ChildrensLiterature
electrify,she,F,Female,ChildrensLiterature
electrify,him,M,Female,ChildrensLiterature
weep,she,F,Female,ChildrensLiterature
pat,he,M,Female,ChildrensLiterature
pat,her,F,Female,ChildrensLiterature
recover,she,F,Female,ChildrensLiterature
put,she,F,Female,ChildrensLiterature
put,him,M,Female,ChildrensLiterature
settle,he,M,Female,ChildrensLiterature
do,he,M,Female,ChildrensLiterature
finish,she,F,Female,ChildrensLiterature
vanish,she,F,Female,ChildrensLiterature
sit,she,F,Female,ChildrensLiterature
make,he,M,Female,ChildrensLiterature
forgive,him,M,Female,ChildrensLiterature
lie,she,F,Female,ChildrensLiterature
lie,she,F,Female,ChildrensLiterature
return,he,M,Female,ChildrensLiterature
face,he,M,Female,ChildrensLiterature
enter,she,F,Female,ChildrensLiterature
serve,him,M,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
kiss,she,F,Female,ChildrensLiterature
s,she,F,Female,ChildrensLiterature
breathe,she,F,Female,ChildrensLiterature
smile,he,M,Female,ChildrensLiterature
wake,she,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
use,she,F,Female,ChildrensLiterature
come,mother,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
stand,she,F,Female,ChildrensLiterature
s,she,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
approve,she,F,Female,ChildrensLiterature
mean,she,F,Female,ChildrensLiterature
please,her,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
worry,she,F,Female,ChildrensLiterature
take,she,F,Female,ChildrensLiterature
teach,her,F,Female,ChildrensLiterature
teach,she,F,Female,ChildrensLiterature
feel,her,F,Female,ChildrensLiterature
dust,she,F,Female,ChildrensLiterature
possess,she,F,Female,ChildrensLiterature
allow,she,F,Female,ChildrensLiterature
enjoy,she,F,Female,ChildrensLiterature
drop,she,F,Female,ChildrensLiterature
allow,she,F,Female,ChildrensLiterature
like,she,F,Female,ChildrensLiterature
squeeze,she,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
get,she,F,Female,ChildrensLiterature
drive,her,F,Female,ChildrensLiterature
admire,she,F,Female,ChildrensLiterature
admire,him,M,Female,ChildrensLiterature
pull,he,M,Female,ChildrensLiterature
come,she,F,Female,ChildrensLiterature
plague,her,F,Female,ChildrensLiterature
clean,she,F,Female,ChildrensLiterature
endure,she,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
want,he,M,Female,ChildrensLiterature
call,she,F,Female,ChildrensLiterature
order,her,F,Female,ChildrensLiterature
obey,she,F,Female,ChildrensLiterature
ask,she,F,Female,ChildrensLiterature
take,she,F,Female,ChildrensLiterature
amuse,her,F,Female,ChildrensLiterature
get,she,F,Female,ChildrensLiterature
allow,she,F,Female,ChildrensLiterature
roam,her,F,Female,ChildrensLiterature
come,she,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
find,she,F,Female,ChildrensLiterature
remind,her,F,Female,ChildrensLiterature
sleep,she,F,Female,ChildrensLiterature
leave,her,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
replace,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
borrow,she,F,Female,ChildrensLiterature
lay,she,F,Female,ChildrensLiterature
bring,her,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
turn,she,F,Female,ChildrensLiterature
miss,she,F,Female,ChildrensLiterature
try,she,F,Female,ChildrensLiterature
praise,her,F,Female,ChildrensLiterature
decide,she,F,Female,ChildrensLiterature
fall,she,F,Female,ChildrensLiterature
cost,her,F,Female,ChildrensLiterature
write,she,F,Female,ChildrensLiterature
could,she,F,Female,ChildrensLiterature
want,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
play,her,F,Female,ChildrensLiterature
hear,she,F,Female,ChildrensLiterature
promenade,she,F,Female,ChildrensLiterature
wear,she,F,Female,ChildrensLiterature
oblige,she,F,Female,ChildrensLiterature
imitate,her,F,Female,ChildrensLiterature
stop,he,M,Female,ChildrensLiterature
show,she,F,Female,ChildrensLiterature
continue,she,F,Female,ChildrensLiterature
let,him,M,Female,ChildrensLiterature
catch,her,F,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
live,she,F,Female,ChildrensLiterature
wear,she,F,Female,ChildrensLiterature
get,she,F,Female,ChildrensLiterature
leave,her,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
remind,him,M,Female,ChildrensLiterature
thank,him,M,Female,ChildrensLiterature
want,she,F,Female,ChildrensLiterature
remember,she,F,Female,ChildrensLiterature
explain,she,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
tell,she,F,Female,ChildrensLiterature
want,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
speak,he,M,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
amuse,he,M,Female,ChildrensLiterature
amuse,her,F,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
hold,him,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
console,her,F,Female,ChildrensLiterature
smile,she,F,Female,ChildrensLiterature
sleep,she,F,Female,ChildrensLiterature
unclasp,she,F,Female,ChildrensLiterature
nurse,him,M,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
arrive,she,F,Female,ChildrensLiterature
dry,she,F,Female,ChildrensLiterature
behave,she,F,Female,ChildrensLiterature
call,he,M,Female,ChildrensLiterature
call,her,F,Female,ChildrensLiterature
beg,her,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
persuade,she,F,Female,ChildrensLiterature
persuade,him,M,Female,ChildrensLiterature
write,she,F,Female,ChildrensLiterature
return,she,F,Female,ChildrensLiterature
stretch,he,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
rouse,he,M,Female,ChildrensLiterature
sit,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
add,she,F,Female,ChildrensLiterature
give,aunt,F,Female,ChildrensLiterature
call,she,F,Female,ChildrensLiterature
give,she,F,Female,ChildrensLiterature
can,mother,F,Female,ChildrensLiterature
love,her,F,Female,ChildrensLiterature
lose,her,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
eat,she,F,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
forbid,him,M,Female,ChildrensLiterature
mind,he,M,Female,ChildrensLiterature
ought,he,M,Female,ChildrensLiterature
call,him,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
send,him,M,Female,ChildrensLiterature
marry,him,M,Female,ChildrensLiterature
want,she,F,Female,ChildrensLiterature
pet,papa,M,Female,ChildrensLiterature
like,him,M,Female,ChildrensLiterature
tell,he,M,Female,ChildrensLiterature
love,he,M,Female,ChildrensLiterature
love,her,F,Female,ChildrensLiterature
ask,he,M,Female,ChildrensLiterature
ask,her,F,Female,ChildrensLiterature
marry,him,M,Female,ChildrensLiterature
want,he,M,Female,ChildrensLiterature
love,her,F,Female,ChildrensLiterature
love,her,F,Female,ChildrensLiterature
love,him,M,Female,ChildrensLiterature
could,he,M,Female,ChildrensLiterature
keep,her,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
talk,she,F,Female,ChildrensLiterature
s,she,F,Female,ChildrensLiterature
read,she,F,Female,ChildrensLiterature
send,he,M,Female,ChildrensLiterature
carry,her,F,Female,ChildrensLiterature
send,him,M,Female,ChildrensLiterature
bind,she,F,Female,ChildrensLiterature
love,she,F,Female,ChildrensLiterature
treat,him,M,Female,ChildrensLiterature
marry,her,F,Female,ChildrensLiterature
give,him,M,Female,ChildrensLiterature
understand,mother,F,Female,ChildrensLiterature
begin,she,F,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
creep,she,F,Female,ChildrensLiterature
glance,she,F,Female,ChildrensLiterature
call,him,M,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
love,she,F,Female,ChildrensLiterature
find,she,F,Female,ChildrensLiterature
learn,she,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
ask,she,F,Female,ChildrensLiterature
enjoy,she,F,Female,ChildrensLiterature
dread,she,F,Female,ChildrensLiterature
dread,him,M,Female,ChildrensLiterature
fear,she,F,Female,ChildrensLiterature
coax,he,M,Female,ChildrensLiterature
set,he,M,Female,ChildrensLiterature
wheedle,he,M,Female,ChildrensLiterature
surprise,he,M,Female,ChildrensLiterature
know,he,M,Female,ChildrensLiterature
care,he,M,Female,ChildrensLiterature
satisfy,he,M,Female,ChildrensLiterature
take,he,M,Female,ChildrensLiterature
set,he,M,Female,ChildrensLiterature
start,she,F,Female,ChildrensLiterature
answer,she,F,Female,ChildrensLiterature
silence,she,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
s,she,F,Female,ChildrensLiterature
give,he,M,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
distribute,she,F,Female,ChildrensLiterature
send,he,M,Female,ChildrensLiterature
talk,she,F,Female,ChildrensLiterature
pull,she,F,Female,ChildrensLiterature
hear,her,F,Female,ChildrensLiterature
read,she,F,Female,ChildrensLiterature
mean,he,M,Female,ChildrensLiterature
give,him,M,Female,ChildrensLiterature
bring,him,M,Female,ChildrensLiterature
wear,she,F,Female,ChildrensLiterature
believe,her,F,Female,ChildrensLiterature
add,she,F,Female,ChildrensLiterature
fly,she,F,Female,ChildrensLiterature
know,he,M,Female,ChildrensLiterature
forgive,mother,F,Female,ChildrensLiterature
look,him,M,Female,ChildrensLiterature
speak,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
write,he,M,Female,ChildrensLiterature
send,he,M,Female,ChildrensLiterature
stop,she,F,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
tell,mother,F,Female,ChildrensLiterature
love,him,M,Female,ChildrensLiterature
make,he,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
soothe,her,F,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
want,he,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
know,he,M,Female,ChildrensLiterature
see,he,M,Female,ChildrensLiterature
convict,him,M,Female,ChildrensLiterature
forgave,him,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
add,he,M,Female,ChildrensLiterature
speak,he,M,Female,ChildrensLiterature
pardon,him,M,Female,ChildrensLiterature
hear,she,F,Female,ChildrensLiterature
declare,him,M,Female,ChildrensLiterature
would,he,M,Female,ChildrensLiterature
show,she,F,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
make,he,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
wish,she,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
yield,she,F,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
nigh,him,M,Female,ChildrensLiterature
answer,he,M,Female,ChildrensLiterature
bounce,she,F,Female,ChildrensLiterature
manage,him,M,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
know,he,M,Female,ChildrensLiterature
ought,he,M,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
ought,he,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
miss,grandpa,M,Female,ChildrensLiterature
worry,him,M,Female,ChildrensLiterature
agree,she,F,Female,ChildrensLiterature
suit,her,F,Female,ChildrensLiterature
shake,she,F,Female,ChildrensLiterature
walk,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
enter,she,F,Female,ChildrensLiterature
propitiate,him,M,Female,ChildrensLiterature
recommend,he,M,Female,ChildrensLiterature
roll,he,M,Female,ChildrensLiterature
face,he,M,Female,ChildrensLiterature
speak,her,F,Female,ChildrensLiterature
shield,him,M,Female,ChildrensLiterature
act,he,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
bolt,he,M,Female,ChildrensLiterature
forgave,him,M,Female,ChildrensLiterature
shelter,he,M,Female,ChildrensLiterature
do,he,M,Female,ChildrensLiterature
confess,he,M,Female,ChildrensLiterature
could,she,F,Female,ChildrensLiterature
perch,she,F,Female,ChildrensLiterature
stand,he,M,Female,ChildrensLiterature
tell,sir,M,Female,ChildrensLiterature
shield,him,M,Female,ChildrensLiterature
thrash,him,M,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
descend,she,F,Female,ChildrensLiterature
could,she,F,Female,ChildrensLiterature
promise,he,M,Female,ChildrensLiterature
forgive,him,M,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
dear,sir,M,Female,ChildrensLiterature
try,he,M,Female,ChildrensLiterature
quake,she,F,Female,ChildrensLiterature
try,he,M,Female,ChildrensLiterature
mean,she,F,Female,ChildrensLiterature
warn,him,M,Female,ChildrensLiterature
sit,he,M,Female,ChildrensLiterature
remember,he,M,Female,ChildrensLiterature
